Time(s),CTSresistance,HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),SweatRate(kg/s),FatigueLevel,RespirationRate(1/min)
63.62,0,108.214654,36.991453,35.088805,0,0,22.222222
63.82,0,108.217248,36.991578,35.090357,0,0,22.222222
64.02,0,108.217248,36.991703,35.091907,0,0,22.222222
64.22,0,108.217248,36.991827,35.093456,0,0,22.222222
64.42,0,108.184250,36.991952,35.095003,0,0,22.222222
64.62,0,108.184250,36.992077,35.096549,0,0,22.222222
64.82,0,108.184250,36.992202,35.098093,0,0,22.388060
65.02,0,108.155367,36.992327,35.099636,0,0,22.388060
65.22,0,108.155367,36.992452,35.101178,0,0,22.388060
65.42,0,108.155367,36.992578,35.102718,0,0,22.388060
65.62,0,108.158409,36.992703,35.104256,0,0,22.388060
65.82,0,108.158409,36.992828,35.105793,0,0,22.388060
66.02,0,108.184332,36.992954,35.107329,0,0,22.388060
66.22,0,108.184332,36.993079,35.108863,0,0,22.388060
66.42,0,108.184332,36.993205,35.110395,0,0,22.388060
66.62,0,108.178684,36.993330,35.111926,0,0,22.388060
66.82,0,108.178684,36.993456,35.113455,0,0,22.388060
67.02,0,108.178684,36.993582,35.114983,0,0,22.388060
67.22,0,108.145280,36.993708,35.116510,0,0,22.388060
67.42,0,108.145280,36.993834,35.118035,0,0,22.388060
67.62,0,108.145280,36.993960,35.119559,0,0,22.388060
67.82,0,108.124033,36.994086,35.121081,0,0,22.388060
68.02,0,108.124033,36.994212,35.122602,0,0,22.388060
68.22,0,108.124033,36.994338,35.124121,0,0,22.388060
68.42,0,108.138052,36.994464,35.125639,0,0,22.388060
68.62,0,108.138052,36.994590,35.127156,0,0,22.388060
68.82,0,108.165688,36.994717,35.128671,0,0,22.388060
69.02,0,108.165688,36.994843,35.130184,0,0,22.388060
69.22,0,108.165688,36.994970,35.131696,0,0,22.388060
69.42,0,108.154949,36.995096,35.133207,0,0,22.388060
69.62,0,108.154949,36.995223,35.134716,0,0,22.388060
69.82,0,108.154949,36.995350,35.136224,0,0,22.388060
70.02,0,108.126345,36.995476,35.137730,0,0,22.388060
70.22,0,108.126345,36.995603,35.139235,0,0,22.388060
70.42,0,108.126345,36.995730,35.140739,0,0,22.388060
70.62,0,108.117532,36.995857,35.142241,0,0,22.388060
70.82,0,108.117532,36.995984,35.143742,0,0,22.388060
71.02,0,108.117532,36.996112,35.145242,0,0,22.388060
71.22,0,108.144950,36.996239,35.146740,0,0,22.388060
71.42,0,108.144950,36.996366,35.148236,0,0,22.388060
71.62,0,108.173962,36.996494,35.149731,0,0,22.388060
71.82,0,108.173962,36.996621,35.151225,0,0,22.388060
72.02,0,108.173962,36.996749,35.152717,0,0,22.388060
72.22,0,108.161688,36.996876,35.154208,0,0,22.388060
72.42,0,108.161688,36.997004,35.155698,0,0,22.388060
72.62,0,108.161688,36.997132,35.157186,0,0,22.388060
72.82,0,108.140963,36.997260,35.158672,0,0,22.556391
73.02,0,108.140963,36.997387,35.160158,0,0,22.556391
73.22,0,108.140963,36.997515,35.161642,0,0,22.556391
73.42,0,108.145981,36.997643,35.163125,0,0,22.556391
73.62,0,108.145981,36.997771,35.164606,0,0,22.556391
73.82,0,108.145981,36.997899,35.166086,0,0,22.556391
74.02,0,108.184167,36.998027,35.167565,0,0,22.556391
74.22,0,108.184167,36.998156,35.169042,0,0,22.556391
74.42,0,108.208150,36.998284,35.170517,0,0,22.556391
74.62,0,108.208150,36.998412,35.171992,0,0,22.556391
74.82,0,108.208150,36.998541,35.173465,0,0,22.556391
75.02,0,108.193567,36.998669,35.174936,0,0,22.556391
